train_losses,train_accuracies,test_losses,test_accuracies,epoch
0.693099044894768,0.4973516949152542,0.6926304394123601,0.4925925925925926,1
0.6904378624285682,0.628707627118644,0.6866977769954532,0.662962962962963,2
0.6816500528889188,0.659427966101695,0.6747994288509968,0.662962962962963,3
0.6682075310056492,0.659427966101695,0.6591354228702246,0.662962962962963,4
0.6534380412707894,0.659427966101695,0.643245048382703,0.662962962962963,5
0.6392451560093184,0.659427966101695,0.630095571863885,0.662962962962963,6
0.626237993523226,0.659427966101695,0.6152986054326973,0.662962962962963,7
0.6141028570926795,0.698093220338983,0.6012705970628589,0.7086419753086419,8
0.6022200820557142,0.722457627118644,0.5884392392985961,0.7407407407407407,9
0.5889370949086496,0.7304025423728814,0.5750095636821261,0.7481481481481481,10
0.5709645953976502,0.7351694915254238,0.5539520023500218,0.754320987654321,11
0.5439314565668671,0.7457627118644068,0.5233495726304895,0.7716049382716049,12
0.508234455171278,0.7944915254237288,0.4874698835260728,0.8308641975308642,13
0.4670425064988055,0.850635593220339,0.44507016329204335,0.8666666666666667,14
0.4239827153288712,0.8755296610169492,0.4051695197236304,0.8827160493827161,15
0.38529263051637147,0.8919491525423728,0.37111549561514573,0.8975308641975308,16
0.35375906186083617,0.9036016949152542,0.3441836175088789,0.908641975308642,17
0.3279829455255452,0.9073093220338984,0.3230278208559635,0.9160493827160494,18
0.3062645817585921,0.909957627118644,0.30505534480599794,0.9197530864197531,19
0.2876198356813293,0.9216101694915254,0.28900537888209027,0.9197530864197531,20
0.2712197661147279,0.9258474576271186,0.2756090928234306,0.9246913580246914,21
0.25632553307686823,0.9295550847457628,0.2620542367883757,0.928395061728395,22
0.2428366662145166,0.9322033898305084,0.2510571639035262,0.9296296296296296,23
0.23076079302798894,0.9353813559322034,0.23931629780460806,0.9333333333333333,24
0.22028250079917705,0.9385593220338984,0.23334251110460244,0.9333333333333333,25
0.21109780419807314,0.9390889830508474,0.22187485779617347,0.9345679012345679,26
0.2032080584095191,0.9449152542372882,0.2157178376892618,0.9407407407407408,27
