epoch,loss
0,79.0014434814453
1,78.97371265341839
2,78.94633868568444
3,78.9196251710256
4,78.89241762806972
5,78.86680972542973
6,78.84036570787379
7,78.81394247462352
8,78.78829594585608
9,78.76155142784071
10,78.73574980497361
11,78.70921005722508
12,78.68333674271902
13,78.65741500854492
14,78.631103515625
15,78.60552458763104
16,78.57877386278558
17,78.5530761546557
18,78.52678592635509
19,78.50056183338133
20,78.47453869183859
21,78.44826656430959
22,78.42268309891224
23,78.39627186755325
24,78.36983936627706
25,78.34420511109936
26,78.31746453858071
27,78.29180955340465
28,78.26655323108038
29,78.23902366807063
30,78.21398366805569
31,78.18759277827188
32,78.16155422528585
33,78.13658685684204
34,78.10946292877186
35,78.08362020949492
36,78.05858474721511
37,78.03169353256622
38,78.00569715499878
39,77.97998270988464
40,77.95401072502136
41,77.92806102451343
42,77.90200170046745
43,77.87573396149601
44,77.84984866115774
45,77.8242003520329
46,77.79725955327352
47,77.77188640303075
48,77.74610985815525
49,77.71978007455667
50,77.69359333763519
51,77.66798317167488
52,77.64142814874637
53,77.61588199138625
54,77.58977451589367
55,77.56324479563358
56,77.53748212556044
57,77.51112728251346
58,77.48594553089794
59,77.45899850527445
60,77.43379859924316
61,77.40680990219116
62,77.38121029386913
63,77.35514082643712
64,77.32896973292033
65,77.30310756183329
66,77.27673306200236
67,77.25121936003356
68,77.22445244640112
69,77.19936382869876
70,77.17245704631007
71,77.14776180187862
72,77.12088453769684
73,77.09555861353874
74,77.06907239490079
75,77.04342251916727
76,77.0172435204188
77,76.99160214563211
78,76.96578041960795
79,76.93966041157643
80,76.9137129364742
81,76.88829230318464
82,76.86158819993334
83,76.83617298603058
84,76.81007734934484
85,76.78410586516063
86,76.75806373026633
87,76.73333530426025
88,76.70634950647751
89,76.68002236684164
90,76.65571617666215
91,76.62823159446319
92,76.60296459744374
93,76.57681266466777
94,76.55093897680442
95,76.5243641257286
96,76.4995273073514
97,76.4727663596471
98,76.44710756142935
99,76.4210959593455
100,76.39438463846842
101,76.36880403988887
102,76.34361480822166
103,76.31662656731075
104,76.29102108743454
105,76.26476982699499
106,76.23893059608008
107,76.21292840292057
108,76.18717517985236
109,76.16139167398214
110,76.13515433106156
111,76.10900947534374
112,76.08317305246989
113,76.05693720181782
114,76.0314158598582
115,76.004896346728
116,75.97943579355875
117,75.95254109700518
118,75.92744653970003
119,75.90123788515727
120,75.87482406314875
121,75.84932126866445
122,75.82263684272766
123,75.79718474315271
124,75.77117713888487
125,75.74505707157981
126,75.71904612382254
127,75.69274984995523
128,75.66691577964359
129,75.64097271594736
130,75.61498520390855
131,75.58868817637364
132,75.56299952516953
133,75.53647099617454
134,75.51063022100263
135,75.48452585538229
136,75.45876251459121
137,75.43271832863486
138,75.40603974163533
139,75.38059735397498
140,75.35425982276598
141,75.32840272585551
142,75.30192708571752
143,75.27626684010026
144,75.249855864048
145,75.22348450223605
146,75.19765132533176
147,75.17177358203462
148,75.14520347962777
149,75.11923821767171
150,75.09339467187722
151,75.06675268775886
152,75.04030540237824
153,75.01420918603738
154,74.98890877332951
155,74.9627735507157
156,74.935218429731
157,74.91029614872402
158,74.88362072308858
159,74.85760708004236
160,74.83144298791883
161,74.80556841277414
162,74.77915998051563
163,74.75343098938465
164,74.72740266174078
165,74.70078423155678
166,74.67496510495742
167,74.64855544020732
168,74.62329951706859
169,74.59626483254962
170,74.57076106866201
171,74.54486371278763
172,74.51824387311936
173,74.4932757695516
174,74.46644519170125
175,74.44069370428721
176,74.41448689699173
177,74.38901142279308
178,74.3626316467921
179,74.33652941385905
180,74.31108283996582
181,74.2841895778974
182,74.25855884552001
183,74.23345088114341
184,74.20625184327363
185,74.18043454488118
