train_losses,train_accuracies,test_losses,test_accuracies,epoch
0.6932659359539256,0.4618249534450652,0.6933168470859528,0.4588744588744589,1
0.6930859684944153,0.5176908752327747,0.6934169381856918,0.4588744588744589,2
0.6930483123835396,0.5176908752327747,0.6934844404459,0.4588744588744589,3
0.6930684832965627,0.5176908752327747,0.6933502927422523,0.4588744588744589,4
0.6929438289474038,0.5176908752327747,0.6933477818965912,0.4588744588744589,5
0.692900745307698,0.5176908752327747,0.6936018094420433,0.4588744588744589,6
0.6928611397743225,0.5176908752327747,0.6939383372664452,0.4588744588744589,7
0.6927468215717989,0.5176908752327747,0.6937300190329552,0.4588744588744589,8
0.6927185935132644,0.5176908752327747,0.6943069249391556,0.4588744588744589,9
0.6925829473663779,0.5176908752327747,0.6935451328754425,0.4588744588744589,10
0.6924157423131606,0.5176908752327747,0.6934404522180557,0.4588744588744589,11
0.6922401259927189,0.5176908752327747,0.6933405101299286,0.4588744588744589,12
0.6919944917454439,0.5176908752327747,0.6931410878896713,0.4588744588744589,13
0.6918113722520716,0.5176908752327747,0.6945071518421173,0.4588744588744589,14
0.6914423774270451,0.5176908752327747,0.6942782625555992,0.4588744588744589,15
0.6911413283909068,0.5176908752327747,0.6934174671769142,0.4588744588744589,16
0.6908075704294092,0.5176908752327747,0.6934736296534538,0.4588744588744589,17
0.6903165789211497,0.5176908752327747,0.6911891996860504,0.4588744588744589,18
0.6899225396268508,0.5176908752327747,0.6902236640453339,0.4588744588744589,19
0.6894616098964915,0.5176908752327747,0.6917727440595627,0.4588744588744589,20
0.6887432967915255,0.5176908752327747,0.6902027875185013,0.4588744588744589,21
0.6882196033702177,0.5176908752327747,0.6921300813555717,0.4588744588744589,22
0.6877748124739703,0.5176908752327747,0.6882084459066391,0.4588744588744589,23
0.6869672922527089,0.5363128491620112,0.6861023455858231,0.645021645021645,24
0.6862385588533738,0.6350093109869647,0.6880907118320465,0.6493506493506493,25
0.6854408909292782,0.62756052141527,0.6881840825080872,0.6406926406926406,26
0.6847476082689622,0.6201117318435754,0.6878059133887291,0.6406926406926406,27
0.6839980973916895,0.6201117318435754,0.6843115389347076,0.6406926406926406,28
0.6833403461119708,0.6201117318435754,0.6831119954586029,0.6406926406926406,29
0.6825227667303646,0.6201117318435754,0.6830202341079712,0.6406926406926406,30
0.6815242346595315,0.6201117318435754,0.6851497367024422,0.6406926406926406,31
0.6809682460392222,0.6201117318435754,0.677965447306633,0.6406926406926406,32
0.680114234195036,0.6201117318435754,0.6785926669836044,0.6406926406926406,33
0.6790122459916508,0.6201117318435754,0.6830466315150261,0.6406926406926406,34
0.6784407005590551,0.6201117318435754,0.682495467364788,0.6406926406926406,35
